Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total
6052-1,2016-05-25,Ray Carlisle,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Home Office,Leighton Forrest,Medium,Artisan Printable Repositionable Plastic Tabs,office supplies,Wrap Bag,Express Air,2016-05-27,5.33,8.6,3.27,23.0,126.68,5.0,5.56,123.76,6.19,129.51
6052-1,2015-01-15,Clay Rozendal,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Home Office,Connor Betts,High,Alto Memo Cubes,furniture,Small Pack,Regular Air,2015-01-17,3.32,5.18,1.86,46.0,57.45,6.0,4.67,58.97,2.04,63.68
6053-1,2015-04-18,Eic Selver,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,Leighton Forrest,Medium,Alto Memo Cubes,office supplies,Small Box,Express Air,2015-04-19,3.32,5.18,1.86,43.0,63.52,3.0,5.97,62.97,2.04,62.45
6053-1,2014-09-10,Grant Thornton,"24 Addison Rd,Marrickville",Sydney,NSW,Corporate,Radhya Staples,Medium,Colored Envelopes,office supplies,Wrap Bag,Regular Air,2014-09-12,2.25,3.69,1.44,41.0,80.88,3.0,1.72,88.33,2.5,88.68
6053-1,2015-09-29,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Corporate,Connor Betts,Medium,Alto Memo Cubes,office supplies,Small Box,Regular Air,2015-09-30,3.32,5.18,1.86,3.0,103.6,3.0,6.42,97.38,2.04,99.42
6053-1,2016-11-26,Erin Ashbrook,"1-2/299 Sussex St,Sydney",Sydney,NSW,Home Office,Aanya Zhang,Medium,Artisan 47 Labels,office supplies,Small Box,Regular Air,2016-11-30,3.84,6.3,2.46,22.0,81.78,2.0,1.94,87.36,0.5,88.38
6054-1,2015-09-03,Grant Thornton,"88 Oxford St,Woollahra",Sydney,NSW,Corporate,Charlie Bui,Critical,Beekin 6 Outlet Metallic Surge Strip,office supplies,Wrap Bag,Regular Air,2015-09-10,4.46,10.89,6.43,1.0,32.67,1.0,2.61,30.06,4.5,34.56
6054-1,2015-08-28,Phillip Flathmann,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,"TypeRight  Top-Opening Peel & Seel  Envelopes, Gray",furniture,Small Pack,Regular Air,2015-08-30,21.56,35.94,14.38,44.0,629.36,3.0,0.0,699.64,6.66,600.4
6054-1,2015-04-02,Craig Carroll,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,High,Beekin 105-Key Black Keyboard,office supplies,Small Box,Regular Air,2015-04-03,6.39,19.98,13.59,27.0,32.67,7.0,2.61,30.06,4.0,34.56
6055-1,2015-01-13,Max Jones,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Critical,"Wirebound Message Book, 4 per Page",office supplies,Small Pack,Regular Air,2015-01-15,3.48,5.43,1.95,49.0,70.08,2.0,1.4,68.18,0.95,69.68
6055-1,2015-09-04,Roy Collins,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,High,Artisan 474 Labels,office supplies,Wrap Bag,Regular Air,2015-09-05,1.84,2.88,1.04,12.0,252.0,10.0,10.08,241.92,0.99,242.42
6056-1,2015-07-30,Rycoris Saunders,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Small Business,Phoebe Gour,Critical,Alto Perma 2700 Stacking Storage Drawers,office supplies,Small Box,Regular Air,2015-07-31,8.92,29.74,20.82,23.0,399.6,2.0,19.98,379.22,6.64,385.34
6059-1,2015-06-27,Lauren Leatherbury,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,Pizazz Colored Pencils,office supplies,Small Pack,Regular Air,2015-06-29,1.76,2.94,1.18,35.0,20.98,2.0,0.1,10.49,0.81,11.68
6059-1,2017-02-07,Max Jones,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Critical,Artisan 479 Labels,office supplies,Small Pack,Regular Air,2017-02-07,1.59,2.61,1.02,43.0,149.72,5.0,14.48,134.62,0.5,148.36
6059-1,2014-10-01,Jamie Kunitz,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Medium,"Alto Parchment Paper, Assorted Colors",office supplies,Small Box,Regular Air,2014-10-02,4.59,7.28,2.69,30.0,247.6,1.0,0.0,242.3,11.15,243.35
6060-1,2016-09-17,Tanja Norvell,"541 Church St,Richmond",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Binder Posts,office supplies,Small Box,Express Air,2016-09-18,3.5,5.74,2.24,15.0,426.18,10.0,26.14,402.01,5.01,410.93
6061-1,2014-11-16,Jill Stevenson,"181 Enmore Rd,Enmore",Sydney,NSW,Home Office,Radhya Staples,High,Beekin 105-Key Black Keyboard,office supplies,Wrap Bag,Regular Air,2014-11-21,6.39,19.98,13.59,12.0,93.32,10.0,7.85,83.07,4.0,88.59
6061-1,2015-07-10,Tom Prescott,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Bagged Rubber Bands,office supplies,Small Box,Regular Air,2015-07-21,0.24,1.26,1.02,8.0,39.06,2.0,2.34,36.72,0.7,37.42
6061-1,2015-05-27,Grant Carroll,"10 O'Connell St,Sydney",Sydney,NSW,Small Business,Aanya Zhang,Not Specified,TechSavi Internet Navigator Keyboard,office supplies,Small Box,Regular Air,2015-05-29,6.51,30.98,24.47,38.0,139.86,4.0,12.59,127.27,6.5,131.97
6062-1,2017-01-07,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Low,Pizazz Drawing Pencil Set,technology,Jumbo Drum,Delivery Truck,2017-01-09,1.53,2.78,1.25,42.0,59.72,0.0,0.0,59.24,1.34,50.92
6063-1,2013-10-21,Amy Cox,"523 King St,Newtown",Sydney,NSW,Consumer,Aanya Zhang,High,Colored Envelopes,office supplies,Small Box,Express Air,2013-10-23,2.25,3.69,1.44,12.0,68.64,7.0,4.47,68.97,2.5,83.57
6065-1,2015-09-11,Cyra Reiten,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,Pizazz Drawing Pencil Set,technology,Small Box,Regular Air,2015-09-11,1.53,2.78,1.25,43.0,138.18,8.0,5.53,132.65,1.34,133.46
6065-1,2015-09-11,Cyra Reiten,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Medium,Pizazz Colored Pencils,office supplies,Wrap Bag,Regular Air,2015-09-11,1.76,2.94,1.18,26.0,138.18,8.0,5.53,132.65,0.81,133.46
6065-1,2015-09-11,Cyra Reiten,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Consumer,Nicholas Fernandes,High,Pizazz Colored Pencils,office supplies,Wrap Bag,Express Air,2015-09-11,1.76,2.94,1.18,3.0,138.18,2.0,5.53,132.65,0.81,133.46
6065-1,2015-10-28,William Brown,"3 Carrington Road ,Box Hill",Melbourne,VIC,Small Business,Yvette Biti,Medium,Pizazz Colored Pencils,office supplies,Small Box,Regular Air,2015-10-30,1.76,2.94,1.18,16.0,138.18,0.0,5.53,132.65,0.81,133.46
6066-1,2015-12-28,Ken Dana,"73 York St,Sydney",Sydney,NSW,Consumer,Tina Carlton,Medium,Assorted Color Push Pins,office supplies,Wrap Bag,Regular Air,2015-12-30,0.87,1.81,0.94,38.0,10.86,3.0,0.17,10.1,0.75,10.85
6066-1,2015-12-28,Ken Dana,"73 York St,Sydney",Sydney,NSW,Home Office,Tina Carlton,High,Assorted Color Push Pins,office supplies,Wrap Bag,Regular Air,2015-12-30,0.87,1.81,0.94,10.0,10.86,8.0,0.75,10.1,0.75,10.85
6066-1,2015-08-28,Phillip Flathmann,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Home Office,Nicholas Fernandes,Critical,Smiths General Use 3-Ring Binders,office supplies,Small Pack,Regular Air,2015-08-30,1.18,1.88,0.7,16.0,10.16,3.0,0.76,10.1,1.49,10.89
6066-1,2015-08-28,Phillip Flathmann,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,Astor Doster Colors,furniture,Small Pack,Regular Air,2015-08-30,4.59,7.28,2.69,8.0,10.86,10.0,0.76,10.1,11.15,10.85
6066-2,2015-09-12,Bobby Elias,"506 Swan Street,Richmond",Melbourne,VIC,Home Office,Connor Betts,Medium,Assorted Color Push Pins,office supplies,Small Box,Regular Air,2015-09-13,0.87,1.81,0.94,9.0,10.86,9.0,0.76,10.1,0.75,10.85
6067-1,2017-01-10,Mark Packer,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,Phoebe Gour,Not Specified,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",technology,Small Pack,Regular Air,2017-01-21,1.05,1.95,0.9,21.0,69.3,9.0,3.97,63.96,1.63,63.46
6069-1,2013-08-07,Vivian Mathis,"Crown Complex,Southbank",Melbourne,VIC,Corporate,Connor Betts,Low,"Smiths Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",office supplies,Wrap Bag,Regular Air,2013-08-09,3.88,6.47,2.59,50.0,111.2,8.0,7.37,103.77,1.22,109.99
6070-1,2015-09-17,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Home Office,Leighton Forrest,Critical,Smiths General Use 3-Ring Binders,office supplies,Small Box,Regular Air,2015-09-17,1.18,1.88,0.7,43.0,8.94,3.0,0.36,8.58,1.49,10.16
6070-1,2016-07-02,Astrea Jones,"485 Crown St,Surry Hills",Sydney,NSW,Consumer,Leighton Forrest,Not Specified,"DrawIt Colored Pencils, 48-Color Set",office supplies,Small Box,Regular Air,2016-07-04,21.56,36.55,14.99,45.0,679.32,4.0,7.75,638.53,13.89,643.35
6070-1,2015-09-17,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Small Business,Leighton Forrest,Not Specified,Smiths SlimLine Pencil Sharpener,office supplies,Small Pack,Regular Air,2015-09-17,4.79,11.97,7.18,34.0,8.94,0.0,0.36,8.58,5.81,10.16
6070-1,2015-09-17,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Home Office,Leighton Forrest,High,Smiths General Use 3-Ring Binders,technology,Large Box,Regular Air,2015-09-17,1.18,1.88,0.7,5.0,8.94,2.0,0.36,8.58,1.49,10.16
6070-1,2015-09-17,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Consumer,Leighton Forrest,High,Smiths Gold Paper Clips,furniture,Small Pack,Regular Air,2015-09-17,1.82,2.98,1.16,10.0,8.94,10.0,0.36,8.58,1.58,10.16
6070-1,2015-09-17,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Corporate,Leighton Forrest,Low,Smiths Gold Paper Clips,office supplies,Small Box,Regular Air,2015-09-17,1.82,2.98,1.16,40.0,8.94,0.0,0.36,8.58,1.58,10.16
6070-1,2015-07-02,Randy Ferguson,"418 Victoria Avenue,Chatswood",Sydney,NSW,Corporate,Natasha Song,High,Smiths General Use 3-Ring Binders,office supplies,Small Box,Express Air,2015-07-09,1.18,1.88,0.7,26.0,8.94,7.0,0.36,8.58,1.49,10.16
6070-1,2015-09-17,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Home Office,Leighton Forrest,High,Smiths Gold Paper Clips,office supplies,Small Box,Express Air,2015-09-17,1.82,2.98,1.16,8.0,8.94,9.0,0.36,8.58,1.58,10.16
6070-1,2015-09-17,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Small Business,Leighton Forrest,Medium,Smiths General Use 3-Ring Binders,office supplies,Small Box,Regular Air,2015-09-17,1.18,1.88,0.7,4.0,8.94,1.0,0.36,8.58,1.49,10.16
6070-1,2015-09-17,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Consumer,Leighton Forrest,Low,Smiths General Use 3-Ring Binders,office supplies,Wrap Bag,Regular Air,2015-09-17,1.18,1.88,0.7,12.0,8.94,1.0,0.36,8.58,1.49,10.16
6071-1,2015-07-29,Jack Lebron,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,High,Artisan Hanging File Binders,office supplies,Small Pack,Regular Air,2015-07-31,3.65,5.98,2.33,20.0,209.8,3.0,12.59,196.21,1.49,198.7
6072-1,2015-09-25,Roy Phan,"506 Swan Street,Richmond",Melbourne,VIC,Consumer,Connor Betts,Not Specified,Self-Adhesive Ring Binder Labels,office supplies,Small Box,Regular Air,2015-09-27,2.18,3.52,1.34,2.0,45.76,7.0,3.66,42.1,6.83,48.93
6072-1,2015-09-26,Brad Norvell,"120 Hardware St,Melbourne",Melbourne,VIC,Consumer,Connor Betts,Not Specified,Binder Clips by OIC,office supplies,Small Box,Express Air,2015-09-27,0.93,1.48,0.55,40.0,45.76,0.0,3.66,42.1,0.7,48.93
6072-1,2015-09-25,Roy Phan,"506 Swan Street,Richmond",Melbourne,VIC,Corporate,Connor Betts,High,Smiths General Use 3-Ring Binders,office supplies,Wrap Bag,Regular Air,2015-09-27,1.18,1.88,0.7,35.0,45.76,9.0,3.66,42.1,1.49,48.93
6074-1,2015-09-28,Maria Bertelson,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,Low,3Max Organizer Strips,office supplies,Wrap Bag,Regular Air,2015-09-30,3.4,5.4,2.0,21.0,54.0,0.0,2.16,51.84,7.78,59.62
6074-1,2015-09-17,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Home Office,Leighton Forrest,High,Binder Posts,office supplies,Wrap Bag,Regular Air,2015-09-17,3.5,5.74,2.24,12.0,8.5,10.0,0.06,8.36,5.01,10.76
6076-1,2016-09-21,Dan Campbell,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Small Business,Leighton Forrest,Not Specified,Xit Blank Computer Paper,office supplies,Small Pack,Regular Air,2016-09-21,12.39,19.98,7.59,24.0,399.6,5.0,19.98,379.62,5.77,385.39
6076-1,2016-03-29,Alan Dominguez,"60 Commercial Rd,Prahran",Melbourne,VIC,Consumer,Yvette Biti,High,Xit Blank Computer Paper,furniture,Small Pack,Regular Air,2016-03-31,12.39,19.98,7.59,10.0,399.6,10.0,19.98,379.62,5.77,385.39
6076-1,2016-11-08,Victoria Pisteka,"Westfield Sydney,Sydney",Sydney,NSW,Home Office,Natasha Song,Low,Security-Tint Envelopes,office supplies,Small Box,Express Air,2016-11-02,4.89,7.64,2.75,6.0,56.4,4.0,2.24,51.08,1.39,54.67
6076-1,2016-09-21,Dan Campbell,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,Leighton Forrest,Not Specified,Xit Blank Computer Paper,office supplies,Small Box,Regular Air,2016-09-21,12.39,19.98,7.59,14.0,399.6,10.0,19.98,379.62,5.77,385.39
6076-1,2015-07-30,Lycoris Saunders,"501 George St,Sydney",Sydney,NSW,Small Business,Samantha Chairs,High,Xit Blank Computer Paper,office supplies,Small Box,Regular Air,2015-07-31,12.39,19.98,7.59,31.0,399.6,3.0,19.98,379.62,5.77,385.39
6076-1,2016-03-07,Rick Hansen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,Cando PC940 Copier,office supplies,Small Box,Regular Air,2016-03-08,278.99,449.99,171.0,31.0,593.58,9.0,0.0,597.56,49.0,591.65
6077-1,2015-09-27,Brad Norvell,"120 Hardware St,Melbourne",Melbourne,VIC,Consumer,Yvette Biti,Critical,Xit Blank Computer Paper,office supplies,Small Box,Regular Air,2015-09-27,12.39,19.98,7.59,8.0,679.32,5.0,40.76,638.56,5.77,644.33
6078-1,2015-06-28,Joseph Airdo,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,Not Specified,Colored Envelopes,office supplies,Small Box,Regular Air,2015-06-30,2.25,3.69,1.44,13.0,63.36,2.0,5.74,57.83,2.5,59.55
6079-1,2016-11-16,Jonathan Doherty,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Critical,Brown Kraft Recycled Envelopes,office supplies,Small Box,Regular Air,2016-11-16,11.04,16.98,5.94,39.0,335.0,9.0,38.16,326.19,12.39,333.96
6079-1,2015-05-18,Sibella Parks,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Apex Preferred Stainless Steel Scissors,office supplies,Small Box,Regular Air,2015-05-18,2.5,5.68,3.18,15.0,127.0,10.0,5.16,123.84,3.6,120.46
6079-1,2016-02-23,Quincy Jones,"Shop 3/144 Waterloo Road,Greenacre",Sydney,NSW,Home Office,Samantha Chairs,Low,Apex Elite Stainless Steel Scissors,office supplies,Small Box,Regular Air,2016-02-24,3.42,8.34,4.92,37.0,253.84,9.0,21.91,253.89,2.64,253.47
6079-1,2016-05-12,Thea Hendricks,"412 Brunswick St,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Not Specified,Bagged Rubber Bands,office supplies,Small Box,Regular Air,2016-05-14,0.24,1.26,1.02,29.0,64.36,9.0,5.94,63.86,0.7,65.46
6081-1,2015-09-09,Larry Hughes,"541 Church St,Richmond",Melbourne,VIC,Consumer,Yvette Biti,Medium,Binder Posts,office supplies,Wrap Bag,Regular Air,2015-09-11,3.5,5.74,2.24,20.0,149.24,3.0,4.48,145.76,5.01,149.77
6081-1,2015-09-29,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Consumer,Connor Betts,Medium,Binder Posts,office supplies,Wrap Bag,Regular Air,2015-09-30,3.5,5.74,2.24,38.0,149.24,3.0,4.48,144.76,5.01,149.77
6081-1,2015-04-08,Carol Triggs,"484 George St,Sydney",Sydney,NSW,Corporate,Radhya Staples,Low,Binder Posts,technology,Small Box,Regular Air,2015-04-09,3.5,5.74,2.24,29.0,149.24,3.0,4.48,144.76,5.01,149.77
6081-1,2016-03-06,Cyma Kinney,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Critical,Pizazz Drawing Pencil Set,office supplies,Small Pack,Regular Air,2017-02-07,1.53,2.78,1.25,9.0,88.74,7.0,0.0,88.74,1.34,89.94
6082-1,2016-02-12,Alejandro Ballentine,"412 Brunswick St,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,Medium,Pizazz Drawing Pencil Set,office supplies,Small Box,Regular Air,2016-02-13,1.53,2.78,1.25,5.0,533.35,5.0,49.53,528.39,1.34,539.69
6083-1,2015-10-01,Damala Kotsonis,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Medium,Artisan Hi-Liter Smear-Safe Highlighters,office supplies,Small Box,Regular Air,2015-10-10,2.98,5.84,2.86,1.0,7.8,0.0,0.7,7.1,0.83,8.73
6083-1,2015-10-01,Damala Kotsonis,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",office supplies,Small Box,Regular Air,2015-10-10,4.48,8.14,3.66,19.0,7.8,0.0,0.7,7.1,3.12,8.73
6083-1,2015-01-07,Sarah Brown,"10 O'Connell St,Sydney",Sydney,NSW,Small Business,Aanya Zhang,High,Artisan File Folder Labels,office supplies,Wrap Bag,Regular Air,2015-01-09,1.84,2.88,1.04,2.0,7.1,4.0,0.7,8.0,5.33,8.73
6084-1,2016-04-23,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Medium,Binder Posts,technology,Small Box,Express Air,2016-04-24,3.5,5.74,2.24,27.0,6.94,5.0,0.54,6.04,5.01,10.23
6088-1,2016-01-28,Patrick ODonnell,"12 Wentworth St,Parramatta",Sydney,NSW,Corporate,Aanya Zhang,Critical,Smiths SlimLine Pencil Sharpener,office supplies,Small Box,Regular Air,2016-01-29,4.79,11.97,7.18,39.0,542.12,7.0,42.35,385.19,5.81,501.38
6091-1,2015-08-28,Phillip Flathmann,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Medium,Artisan Reinforcements for Hole-Punch Pages,technology,Small Box,Regular Air,2015-08-30,1.19,1.98,0.79,16.0,52.46,10.0,2.19,52.2,4.77,59.67
6091-1,2015-10-15,Lisa DeCherney,"523 King St,Newtown",Sydney,NSW,Corporate,Aanya Zhang,Low,Smiths Pushpins,office supplies,Small Box,Regular Air,2015-10-15,0.94,1.88,0.94,39.0,111.15,10.0,7.78,103.37,0.79,104.39
6091-1,2015-10-15,Lisa DeCherney,"523 King St,Newtown",Sydney,NSW,Home Office,Aanya Zhang,Medium,Smiths Pushpins,office supplies,Small Box,Regular Air,2015-10-15,0.94,1.88,0.94,50.0,111.15,7.0,7.78,103.37,0.79,104.39
6091-1,2016-01-17,Maria Bertelson,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Critical,Smiths General Use 3-Ring Binders,office supplies,Small Box,Regular Air,2016-01-19,1.18,1.88,0.7,9.0,78.02,9.0,0.0,78.51,1.49,74.93
6091-1,2016-11-14,Alan Barnes,"99 Glebe Point Rd,Glebe",Sydney,NSW,Home Office,Natasha Song,High,Apex Preferred Stainless Steel Scissors,office supplies,Small Pack,Regular Air,2016-11-15,2.5,5.68,3.18,23.0,246.7,9.0,2.67,232.77,3.6,239.54
6091-1,2016-07-17,Kean Thornton,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Low,Office Shears by Apex,office supplies,Wrap Bag,Regular Air,2016-07-18,0.94,2.08,1.14,19.0,80.46,9.0,7.25,77.45,2.56,70.92
6091-1,2016-07-17,Kean Thornton,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Low,Smiths Standard Envelopes,office supplies,Wrap Bag,Regular Air,2016-07-18,3.52,5.68,2.16,33.0,131.48,7.0,6.54,121.52,1.39,128.55
6092-1,2015-10-24,Shahid Hopkins,"438 Victoria Avenue,Chatswood",Sydney,NSW,Small Business,Natasha Song,Not Specified,Smiths Standard Envelopes,office supplies,Small Pack,Regular Air,2015-10-26,3.52,5.68,2.16,34.0,173.43,0.0,0.0,173.43,1.39,173.93
6093-1,2016-05-26,Jim Karlsson,"1-2/299 Sussex St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,Critical,Self-Adhesive Removable Labels,office supplies,Wrap Bag,Express Air,2016-05-27,1.98,3.15,1.17,16.0,3.82,9.0,0.34,4.06,0.49,4.16
6094-1,2015-10-20,Eva Jacobs,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,Artisan Reinforcements for Hole-Punch Pages,office supplies,Small Pack,Regular Air,2015-10-24,1.19,1.98,0.79,2.0,7.92,1.0,0.63,7.29,4.77,12.06
6095-1,2015-10-21,Kelly Lampkin,"310 Wattle St,Ultimo",Sydney,NSW,Corporate,Aanya Zhang,Critical,OIC Bulk Pack Metal Binder Clips,office supplies,Wrap Bag,Regular Air,2015-10-23,3.95,6.08,2.13,12.0,10.47,10.0,0.1,10.37,1.82,11.13
6095-1,2016-07-17,Kean Thornton,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,Not Specified,1726 Digital Answering Machine,office supplies,Small Box,Express Air,2016-07-18,8.82,20.99,12.17,33.0,542.6,2.0,7.56,512.0,4.81,518.29
6095-1,2016-01-12,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Not Specified,"Alto Parchment Paper, Assorted Colors",technology,Small Pack,Regular Air,2016-01-14,4.59,7.28,2.69,8.0,542.2,10.0,43.02,423.1,11.15,420.95
6095-1,2013-11-17,Allen Armold,"224A Gertrude St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Smiths General Use 3-Ring Binders,office supplies,Wrap Bag,Regular Air,2013-11-18,1.18,1.88,0.7,22.0,105.68,6.0,10.34,10.37,1.49,11.13
6095-1,2015-10-21,Kelly Lampkin,"310 Wattle St,Ultimo",Sydney,NSW,Consumer,Aanya Zhang,Medium,OIC Bulk Pack Metal Binder Clips,office supplies,Small Box,Regular Air,2015-10-23,3.95,6.08,2.13,9.0,10.47,1.0,0.1,10.37,1.82,11.13
6095-1,2015-10-21,Kelly Lampkin,"310 Wattle St,Ultimo",Sydney,NSW,Consumer,Aanya Zhang,Low,OIC Bulk Pack Metal Binder Clips,office supplies,Wrap Bag,Regular Air,2015-10-23,2.13,3.49,1.36,21.0,10.47,0.0,0.1,10.37,0.76,11.13
6095-1,2015-10-21,Kelly Lampkin,"310 Wattle St,Ultimo",Sydney,NSW,Home Office,Aanya Zhang,Low,Smiths General Use 3-Ring Binders,office supplies,Small Box,Regular Air,2015-10-23,1.18,1.88,0.7,43.0,10.45,8.0,0.1,10.34,1.49,11.14
6096-1,2015-10-21,Sung Shariari,"6/15 Cross Street,Double Bay",Sydney,NSW,Small Business,Leighton Forrest,Medium,Smiths General Use 3-Ring Binders,office supplies,Small Box,Regular Air,2015-10-23,1.18,1.88,0.7,40.0,11.28,1.0,0.79,10.49,1.49,11.98
6096-1,2015-10-21,Shahid Shariari,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Home Office,Mihael Khan,Low,Smiths General Use 3-Ring Binders,office supplies,Small Box,Regular Air,2015-10-23,1.18,1.88,0.7,47.0,11.28,0.0,0.79,10.49,1.49,11.98
6097-1,2014-01-14,Fred Wasserman,"61 York St,Sydney",Sydney,NSW,Corporate,Leighton Forrest,Critical,"Smiths Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",office supplies,Wrap Bag,Regular Air,2014-01-17,3.88,6.47,2.59,42.0,131.85,7.0,10.79,105.29,1.22,105.2
6097-1,2015-10-20,Eva Jacobs,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,Artisan 474 Labels,office supplies,Wrap Bag,Express Air,2015-10-24,1.84,2.88,1.04,41.0,7.92,2.0,0.63,7.29,0.99,12.06
6097-1,2015-08-31,Sally Knutson,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Corporate,Mihael Khan,Not Specified,Smiths Metal Binder Clips,office supplies,Small Box,Express Air,2015-08-31,1.6,2.62,1.02,39.0,114.66,3.0,4.59,110.07,0.8,110.88
